frame,det,da,lane,w_det,w_da,w_lane
b5046f1e-340a743a,1,1,1,0.5,0.5,0.5
b5046f1e-7b9d98d0,2,2,2,1.0,1.0,1.0
b5046f1e-97a3a2e5,0,0,0,0.25,0.25,0.25
b5046f1e-99be1b00,0,0,0,0.25,0.25,0.25
b5046f1e-b1ef44b9,1,1,1,0.5,0.5,0.5
b5046f1e-fa3ac127,0,0,0,0.25,0.25,0.25
b5047c50-e1facff6,1,1,1,0.5,0.5,0.5
b5058691-1fb39daf,2,2,2,1.0,1.0,1.0
b509067e-188e1123,1,1,1,0.5,0.5,0.5
b50cb586-d808d404,0,0,0,0.25,0.25,0.25
b50e6154-4aace8a1,1,1,1,0.5,0.5,0.5
b50fa05b-602f124c,0,0,0,0.25,0.25,0.25
b50ff9e2-ebb775d4,2,2,2,1.0,1.0,1.0
b510fa10-390f3d97,0,0,0,0.25,0.25,0.25
b5110041-5e70bd90,0,0,0,0.25,0.25,0.25
b5115080-37a89b9c,1,1,1,0.5,0.5,0.5
b5172858-da5e71cc,1,1,1,0.5,0.5,0.5
b517726f-0cd9b6ae,0,0,0,0.25,0.25,0.25
b5183558-782ad31c,0,0,0,0.25,0.25,0.25
b5188a0e-89f2392d,0,0,0,0.25,0.25,0.25
b518f838-62048659,0,0,0,0.25,0.25,0.25
b5191523-6c028236,0,0,0,0.25,0.25,0.25
b5191523-949f83bd,0,0,0,0.25,0.25,0.25
b5191523-9c2c4c83,2,2,2,1.0,1.0,1.0
b5191523-af1c9a30,2,2,2,1.0,1.0,1.0
b5191523-cc623777,0,0,0,0.25,0.25,0.25
b5191523-f5721cd1,2,2,2,1.0,1.0,1.0
b5191523-f7e4f533,0,0,0,0.25,0.25,0.25
b519a9a4-6dd5b989,1,1,1,0.5,0.5,0.5
b51aa35f-0b962e5d,0,0,0,0.25,0.25,0.25
b51aa35f-672053a6,0,0,0,0.25,0.25,0.25
b51aa35f-90f3f3f8,1,1,1,0.5,0.5,0.5
b51d0756-8c5120da,0,0,0,0.25,0.25,0.25
b51daa04-f4e62d2f,2,2,2,1.0,1.0,1.0
b51dfd71-9599e952,1,1,1,0.5,0.5,0.5
b51eb969-25bb6a5d,0,0,0,0.25,0.25,0.25
b51fc067-22ddb158,0,0,0,0.25,0.25,0.25
b520b60a-e31c352d,0,0,0,0.25,0.25,0.25
b5238f1c-f5d779fc,0,0,0,0.25,0.25,0.25
b5261cec-aac2f91a,1,1,1,0.5,0.5,0.5
b52640e9-d1fa335f,1,1,1,0.5,0.5,0.5
b5264a14-892dc259,0,0,0,0.25,0.25,0.25
b52793ed-49faf8b6,2,2,2,1.0,1.0,1.0
b52949cd-2439cac6,0,0,0,0.25,0.25,0.25
b5296e2a-25ab57d6,0,0,0,0.25,0.25,0.25
b5296e2a-37df633f,0,0,0,0.25,0.25,0.25
b5296e2a-fde16219,0,0,0,0.25,0.25,0.25
b52c65b9-31ad0690,0,0,0,0.25,0.25,0.25
b52e3ad8-aebd0e55,0,0,0,0.25,0.25,0.25
b52e49e5-d1e36124,1,1,1,0.5,0.5,0.5
b52e7443-1a4b1fbc,0,0,0,0.25,0.25,0.25
b52f1b58-e49099e8,0,0,0,0.25,0.25,0.25
b53215a2-d9aa49d8,1,1,1,0.5,0.5,0.5
b533db8e-4abfcb54,0,0,0,0.25,0.25,0.25
b533db8e-7e5a6abb,0,0,0,0.25,0.25,0.25
b533db8e-afb2e60c,2,2,2,1.0,1.0,1.0
b533db8e-f41851e8,1,1,1,0.5,0.5,0.5
b5345bb2-a1424882,1,1,1,0.5,0.5,0.5
b534864a-d2eb867c,0,0,0,0.25,0.25,0.25
b535fb0a-845db498,0,0,0,0.25,0.25,0.25
b5362410-762b4521,0,0,0,0.25,0.25,0.25
b536decd-ecd4653e,2,2,2,1.0,1.0,1.0
b5380a66-b76d418a,1,1,1,0.5,0.5,0.5
b5380a66-f8c670ed,1,1,1,0.5,0.5,0.5
b539383c-a697cb3b,0,0,0,0.25,0.25,0.25
b539383c-b57307bc,2,2,2,1.0,1.0,1.0
b539383c-e6e6528d,2,2,2,1.0,1.0,1.0
b53a0e33-2c56289b,1,1,1,0.5,0.5,0.5
b53a1501-29d2e507,0,0,0,0.25,0.25,0.25
b53a1501-745a59ef,0,0,0,0.25,0.25,0.25
b53a1501-92a39535,0,0,0,0.25,0.25,0.25
b53a1501-eaa0de18,1,1,1,0.5,0.5,0.5
b53a1501-f21dfab8,1,1,1,0.5,0.5,0.5
b53a1501-fa79fefc,2,2,2,1.0,1.0,1.0
b53cb17b-4df01599,0,0,0,0.25,0.25,0.25
b53cb17b-e5d64f59,1,1,1,0.5,0.5,0.5
b53e1aa8-c49fd7ef,0,0,0,0.25,0.25,0.25
b53f23c3-3d2cea8b,0,0,0,0.25,0.25,0.25
b5402d64-6759c697,0,0,0,0.25,0.25,0.25
b541e2e6-f5256160,0,0,0,0.25,0.25,0.25
b543836f-add08be6,2,2,2,1.0,1.0,1.0
b5450d0c-ccc3fb86,1,1,1,0.5,0.5,0.5
b54578dc-10332bd1,0,0,0,0.25,0.25,0.25
b54578dc-5120800c,1,1,1,0.5,0.5,0.5
b54578dc-5a2c0b63,2,2,2,1.0,1.0,1.0
b54578dc-807f5298,0,0,0,0.25,0.25,0.25
b54578dc-95b41097,0,0,0,0.25,0.25,0.25
b54578dc-ad675a62,0,0,0,0.25,0.25,0.25
b5460637-3b501a2e,0,0,0,0.25,0.25,0.25
b5465c6e-0aad0ec3,0,0,0,0.25,0.25,0.25
b5465c6e-0c78bf95,0,0,0,0.25,0.25,0.25
b5465c6e-42759087,2,2,2,1.0,1.0,1.0
b5465c6e-45c537f7,0,0,0,0.25,0.25,0.25
b5465c6e-5b162b85,1,1,1,0.5,0.5,0.5
b5465c6e-5bed4504,0,0,0,0.25,0.25,0.25
b5465c6e-63fb651f,0,0,0,0.25,0.25,0.25
b5465c6e-7858e23d,0,0,0,0.25,0.25,0.25
b5465c6e-b2fb645f,0,0,0,0.25,0.25,0.25
b5465c6e-c4d582f4,1,1,1,0.5,0.5,0.5
b5465c6e-d7ccca91,0,0,0,0.25,0.25,0.25
b5465c6e-dd8af9d0,1,1,1,0.5,0.5,0.5
b5465c6e-ec871ec7,0,0,0,0.25,0.25,0.25
b5465c6e-fe04d577,0,0,0,0.25,0.25,0.25
b54735e3-4c968f67,0,0,0,0.25,0.25,0.25
b54735e3-65f77c99,1,1,1,0.5,0.5,0.5
b54735e3-b251b872,0,0,0,0.25,0.25,0.25
b5478d5c-290f5e15,1,1,1,0.5,0.5,0.5
b5478d5c-e846649e,0,0,0,0.25,0.25,0.25
b5479087-1e95039f,0,0,0,0.25,0.25,0.25
b5479087-2d452243,0,0,0,0.25,0.25,0.25
b5479087-2e92b8f5,1,1,1,0.5,0.5,0.5
b5479087-69c9f292,0,0,0,0.25,0.25,0.25
b5479087-b68aa812,0,0,0,0.25,0.25,0.25
b5479087-b94125dc,0,0,0,0.25,0.25,0.25
b5479087-faffcc28,2,2,2,1.0,1.0,1.0
b54793ac-3770583a,0,0,0,0.25,0.25,0.25
b54793ac-9f413e5e,0,0,0,0.25,0.25,0.25
b54a8089-aa62f142,0,0,0,0.25,0.25,0.25
b54a8089-d1989d8f,1,1,1,0.5,0.5,0.5
b54c065e-8b13cfe7,1,1,1,0.5,0.5,0.5
b54c48fe-0633723b,0,0,0,0.25,0.25,0.25
b54d9c61-18c33e21,0,0,0,0.25,0.25,0.25
b54d9c61-9647a82e,0,0,0,0.25,0.25,0.25
b54eb6de-06e04487,2,2,2,1.0,1.0,1.0
b54fd2cd-829309c7,1,1,1,0.5,0.5,0.5
b552a0b7-0472099a,1,1,1,0.5,0.5,0.5
b552a4cb-fbd465af,1,1,1,0.5,0.5,0.5
b55305bd-f66ad8fb,0,0,0,0.25,0.25,0.25
b5548481-6ffc0c74,0,0,0,0.25,0.25,0.25
b554e4c9-dd8f7f1f,1,1,1,0.5,0.5,0.5
b55569e8-282a99fe,1,1,1,0.5,0.5,0.5
b555790d-111bb9b8,2,2,2,1.0,1.0,1.0
b555790d-59bad5ab,2,2,2,1.0,1.0,1.0
b555790d-628dc96b,0,0,0,0.25,0.25,0.25
b555790d-cfb88988,0,0,0,0.25,0.25,0.25
b555790d-d715196b,0,0,0,0.25,0.25,0.25
b555790d-e81a454b,2,2,2,1.0,1.0,1.0
b555790d-ef09fa96,2,2,2,1.0,1.0,1.0
b555a636-270a146b,0,0,0,0.25,0.25,0.25
b557283b-51959094,1,1,1,0.5,0.5,0.5
b557283b-523d9a0c,2,2,2,1.0,1.0,1.0
b557283b-705f9d96,0,0,0,0.25,0.25,0.25
b557283b-dee9d9ed,0,0,0,0.25,0.25,0.25
b557d9d0-bff2bed2,0,0,0,0.25,0.25,0.25
b559d3b0-dd72ed94,1,1,1,0.5,0.5,0.5
b55bd14f-50306d5f,1,1,1,0.5,0.5,0.5
b55c17aa-3a1df47a,0,0,0,0.25,0.25,0.25
b55c17aa-b31ce64a,2,2,2,1.0,1.0,1.0
b55e257d-9db57de1,0,0,0,0.25,0.25,0.25
b5614611-ae322079,0,0,0,0.25,0.25,0.25
b561705d-e341bae9,2,2,2,1.0,1.0,1.0
b563b270-0fe8e937,0,0,0,0.25,0.25,0.25
b563b270-1a5c6c73,1,1,1,0.5,0.5,0.5
b563b270-47d67962,1,1,1,0.5,0.5,0.5
b563b270-63d4d8fc,1,1,1,0.5,0.5,0.5
b563b270-8df1c342,0,0,0,0.25,0.25,0.25
b563b270-d18e77f6,2,2,2,1.0,1.0,1.0
b565c328-1e663060,2,2,2,1.0,1.0,1.0
b565d4cc-2e6cb390,2,2,2,1.0,1.0,1.0
b565d4cc-3605a023,0,0,0,0.25,0.25,0.25
b5661732-20179325,1,1,1,0.5,0.5,0.5
b5661732-3684230b,1,1,1,0.5,0.5,0.5
b566fee4-453e3805,1,1,1,0.5,0.5,0.5
b568371d-1a142858,0,0,0,0.25,0.25,0.25
b568371d-1ea8d400,0,0,0,0.25,0.25,0.25
b568371d-a596d2d4,0,0,0,0.25,0.25,0.25
b568371d-db4fb582,2,2,2,1.0,1.0,1.0
b569029a-37e190cc,1,1,1,0.5,0.5,0.5
b569a737-a960c153,2,2,2,1.0,1.0,1.0
b569f76a-33d451fe,2,2,2,1.0,1.0,1.0
b56a0885-1c282ea8,0,0,0,0.25,0.25,0.25
b56a8196-9b3b361b,0,0,0,0.25,0.25,0.25
b56c225e-83596ac0,1,1,1,0.5,0.5,0.5
b56c225e-a71598cd,1,1,1,0.5,0.5,0.5
b56c225e-a7a78ad7,1,1,1,0.5,0.5,0.5
b56edcfa-49d5dd9e,2,2,2,1.0,1.0,1.0
b56edcfa-cf47f5af,0,0,0,0.25,0.25,0.25
b56f1366-4819fdc4,0,0,0,0.25,0.25,0.25
b56f50cd-07390326,0,0,0,0.25,0.25,0.25
b57077d8-ae0b13ca,0,0,0,0.25,0.25,0.25
b570f833-3bd87d01,0,0,0,0.25,0.25,0.25
b570f833-dd98c0f2,0,0,0,0.25,0.25,0.25
b57417a0-5c16cbfc,0,0,0,0.25,0.25,0.25
b5753b26-33163d42,0,0,0,0.25,0.25,0.25
b5762ed7-cad32ee3,2,2,2,1.0,1.0,1.0
b5764fb7-2bc5ec36,1,1,1,0.5,0.5,0.5
b5764fb7-c47fa3ec,1,1,1,0.5,0.5,0.5
b5767ace-b5db9504,0,0,0,0.25,0.25,0.25
b576be97-6a52f4bb,0,0,0,0.25,0.25,0.25
b5770084-83b143c9,1,1,1,0.5,0.5,0.5
b5770084-9b15155d,0,0,0,0.25,0.25,0.25
b5771e6f-97a285f4,1,1,1,0.5,0.5,0.5
b577827c-006a84cc,1,1,1,0.5,0.5,0.5
b577827c-28fc9b0d,0,0,0,0.25,0.25,0.25
b5780de7-94313c5f,0,0,0,0.25,0.25,0.25
b578f3d3-40453bfb,2,2,2,1.0,1.0,1.0
b57a2edf-402297bc,0,0,0,0.25,0.25,0.25
b57a2edf-60fd75be,0,0,0,0.25,0.25,0.25
b57a2edf-71efe713,2,2,2,1.0,1.0,1.0
b57a2edf-b0c2ff52,2,2,2,1.0,1.0,1.0
b57a2edf-c3e81131,1,1,1,0.5,0.5,0.5
b57a6b0c-531adc6d,0,0,0,0.25,0.25,0.25
b57a6b0c-86b6e489,0,0,0,0.25,0.25,0.25
b57b533b-58103d3d,2,2,2,1.0,1.0,1.0
b57b533b-cabdbef5,1,1,1,0.5,0.5,0.5
b57b9ee8-3e089c95,2,2,2,1.0,1.0,1.0
b57b9ee8-e2a6d34d,0,0,0,0.25,0.25,0.25
b57bf234-f74a8d43,2,2,2,1.0,1.0,1.0
b57bfcbd-60692014,0,0,0,0.25,0.25,0.25
b57c8f5a-86e42ab4,0,0,0,0.25,0.25,0.25
b57c8f5a-b427a4b7,0,0,0,0.25,0.25,0.25
b57cc50e-b947b833,0,0,0,0.25,0.25,0.25
b57dee9d-959d4057,0,0,0,0.25,0.25,0.25
b57dee9d-e5bd3142,1,1,1,0.5,0.5,0.5
b581255d-1c6658b4,2,2,2,1.0,1.0,1.0
b582c0e7-5f9f8860,2,2,2,1.0,1.0,1.0
b583e115-1ba9114c,0,0,0,0.25,0.25,0.25
b583e4f4-00c17995,1,1,1,0.5,0.5,0.5
b58436bb-213f1b3d,1,1,1,0.5,0.5,0.5
b58436bb-5790dfd3,0,0,0,0.25,0.25,0.25
b5859b97-9d5532a9,1,1,1,0.5,0.5,0.5
b585f637-93030b36,1,1,1,0.5,0.5,0.5
b5868878-8faf33a2,0,0,0,0.25,0.25,0.25
b586b979-c563c3e2,2,2,2,1.0,1.0,1.0
b5872c48-7dc6d18e,0,0,0,0.25,0.25,0.25
b588c233-8a21f0be,2,2,2,1.0,1.0,1.0
b58aff80-4fd89ca0,0,0,0,0.25,0.25,0.25
b58aff80-a12e3de6,0,0,0,0.25,0.25,0.25
b58aff80-bea21173,1,1,1,0.5,0.5,0.5
b58be279-fe1ea9be,1,1,1,0.5,0.5,0.5
b58d74f7-ba3a38d3,2,2,2,1.0,1.0,1.0
b58f8128-3d42f144,0,0,0,0.25,0.25,0.25
b58f8128-5be35778,0,0,0,0.25,0.25,0.25
b590ba79-1c95c8d9,0,0,0,0.25,0.25,0.25
b59413ff-4e4f3109,1,1,1,0.5,0.5,0.5
b59413ff-5885b827,1,1,1,0.5,0.5,0.5
b59413ff-9094612f,0,0,0,0.25,0.25,0.25
b59413ff-c3bc3d25,1,1,1,0.5,0.5,0.5
b5948795-913b4fee,2,2,2,1.0,1.0,1.0
b5961057-5e258e5e,0,0,0,0.25,0.25,0.25
b5969c96-c9135ccb,0,0,0,0.25,0.25,0.25
b596ea23-44b2e05a,0,0,0,0.25,0.25,0.25
b59d9baf-5fe6c3c0,1,1,1,0.5,0.5,0.5
b59d9baf-e6b58cf2,0,0,0,0.25,0.25,0.25
b59dd81f-45c8300a,2,2,2,1.0,1.0,1.0
b59dd81f-b8ebeb56,2,2,2,1.0,1.0,1.0
b59e50fa-ca034dd0,2,2,2,1.0,1.0,1.0
b59f0750-f228a9a2,0,0,0,0.25,0.25,0.25
b59f6555-89b070c8,1,1,1,0.5,0.5,0.5
b59f6555-a562f4f9,0,0,0,0.25,0.25,0.25
b59fa0de-b520450e,0,0,0,0.25,0.25,0.25
b5a0301b-517db15b,0,0,0,0.25,0.25,0.25
b5a09124-0c5ec091,0,0,0,0.25,0.25,0.25
b5a09124-8d4e6518,1,1,1,0.5,0.5,0.5
b5a09604-13bc9a70,0,0,0,0.25,0.25,0.25
b5a09604-1a28e788,2,2,2,1.0,1.0,1.0
b5a09604-3178a653,0,0,0,0.25,0.25,0.25
b5a09604-33ffdc75,0,0,0,0.25,0.25,0.25
b5a09604-34f155de,2,2,2,1.0,1.0,1.0
b5a09604-44ade539,0,0,0,0.25,0.25,0.25
b5a09604-48e9ac41,0,0,0,0.25,0.25,0.25
b5a09604-555079c9,0,0,0,0.25,0.25,0.25
b5a09604-69dd5d9f,2,2,2,1.0,1.0,1.0
b5a09604-86af51ad,0,0,0,0.25,0.25,0.25
b5a09604-b79f0f6e,0,0,0,0.25,0.25,0.25
b5a09604-c93a9d5d,1,1,1,0.5,0.5,0.5
b5a09604-d9d9aaa9,2,2,2,1.0,1.0,1.0
b5a407d5-c2abd312,1,1,1,0.5,0.5,0.5
b5a4b486-1e78745e,0,0,0,0.25,0.25,0.25
b5a4b486-35c3edb4,2,2,2,1.0,1.0,1.0
b5a4b486-dde596cb,0,0,0,0.25,0.25,0.25
b5a4db41-1b4f91b0,0,0,0,0.25,0.25,0.25
b5a50c2d-0c1d06e0,0,0,0,0.25,0.25,0.25
b5a50c2d-113da15f,2,2,2,1.0,1.0,1.0
b5a50c2d-a18ba669,1,1,1,0.5,0.5,0.5
b5a50c2d-ccafe43a,2,2,2,1.0,1.0,1.0
b5a52ea9-2e1f4066,0,0,0,0.25,0.25,0.25
b5a72f23-5cb9552b,1,1,1,0.5,0.5,0.5
b5a72f23-72643897,0,0,0,0.25,0.25,0.25
b5a72f23-dfdc4b86,0,0,0,0.25,0.25,0.25
b5a8594c-049fa1ef,2,2,2,1.0,1.0,1.0
b5aa55af-b01f8749,1,1,1,0.5,0.5,0.5
b5aa77fa-b1916843,0,0,0,0.25,0.25,0.25
b5ab0e46-19655ca4,0,0,0,0.25,0.25,0.25
b5ab0e46-8eab4733,1,1,1,0.5,0.5,0.5
b5ac257d-5a34b3fa,0,0,0,0.25,0.25,0.25
b5afd0ea-222fae7e,1,1,1,0.5,0.5,0.5
b5b023a6-de26d2b2,0,0,0,0.25,0.25,0.25
b5b02b31-283dcc5c,0,0,0,0.25,0.25,0.25
b5b02b31-753a8a4a,0,0,0,0.25,0.25,0.25
b5b02b31-f19988fb,2,2,2,1.0,1.0,1.0
b5b17442-2f6d4b97,1,1,1,0.5,0.5,0.5
b5b17442-48053f00,0,0,0,0.25,0.25,0.25
b5b17442-ad1dc2ea,1,1,1,0.5,0.5,0.5
b5b17442-df28704b,0,0,0,0.25,0.25,0.25
b5b2267c-d3a26985,2,2,2,1.0,1.0,1.0
b5b256fd-0c2be0a6,1,1,1,0.5,0.5,0.5
b5b2f593-25b7b157,0,0,0,0.25,0.25,0.25
b5b2f593-63606879,0,0,0,0.25,0.25,0.25
b5b40b5f-da80498b,1,1,1,0.5,0.5,0.5
b5b44d2d-60f87448,0,0,0,0.25,0.25,0.25
b5b63915-697fb8c1,1,1,1,0.5,0.5,0.5
b5b71e8e-96a024a9,1,1,1,0.5,0.5,0.5
b5b78553-b7c03da2,1,1,1,0.5,0.5,0.5
b5b78553-f3a480a1,0,0,0,0.25,0.25,0.25
b5b79bf9-36cbce30,0,0,0,0.25,0.25,0.25
b5b7d0a6-e63e539f,2,2,2,1.0,1.0,1.0
b5b8e198-730252e5,2,2,2,1.0,1.0,1.0
b5b8e198-9f61fa4b,1,1,1,0.5,0.5,0.5
b5b8e198-b661f016,1,1,1,0.5,0.5,0.5
b5b94ff0-26c04398,1,1,1,0.5,0.5,0.5
b5b94ff0-c8b06edc,2,2,2,1.0,1.0,1.0
b5b9915f-71ed958e,1,1,1,0.5,0.5,0.5
b5baa2a5-1fe22e65,1,1,1,0.5,0.5,0.5
b5bb11f2-227b8c25,0,0,0,0.25,0.25,0.25
b5bd48b6-0d0d597f,0,0,0,0.25,0.25,0.25
b5bd48b6-14ea233a,1,1,1,0.5,0.5,0.5
b5bd48b6-57b53578,2,2,2,1.0,1.0,1.0
b5bd48b6-c1f01e7a,2,2,2,1.0,1.0,1.0
b5bd628c-d1f3b854,2,2,2,1.0,1.0,1.0
b5be6006-83d630d5,0,0,0,0.25,0.25,0.25
b5be77ad-b861ba83,2,2,2,1.0,1.0,1.0
b5bf322d-0a139ab3,2,2,2,1.0,1.0,1.0
b5bf322d-9e707096,0,0,0,0.25,0.25,0.25
b5bfa85b-d0700971,0,0,0,0.25,0.25,0.25
b5bfa85b-f1387252,1,1,1,0.5,0.5,0.5
b5c12993-1b9c5f96,0,0,0,0.25,0.25,0.25
b5c12993-4c3d9135,2,2,2,1.0,1.0,1.0
b5c12993-8cba5224,1,1,1,0.5,0.5,0.5
b5c204e0-17acc044,1,1,1,0.5,0.5,0.5
b5c259f3-b10eeca5,1,1,1,0.5,0.5,0.5
b5c30297-f0b3279b,1,1,1,0.5,0.5,0.5
b5c324dc-68f1aa1d,0,0,0,0.25,0.25,0.25
b5c351d3-b02bda28,0,0,0,0.25,0.25,0.25
b5c6d506-d687e2ab,0,0,0,0.25,0.25,0.25
b5ca1339-b9f4a4e0,0,0,0,0.25,0.25,0.25
b5cb11ce-46ac0ae7,1,1,1,0.5,0.5,0.5
b5cb8753-b8a2ddb5,0,0,0,0.25,0.25,0.25
b5cc7455-d2f5900f,0,0,0,0.25,0.25,0.25
b5cd3939-44dd0c20,0,0,0,0.25,0.25,0.25
b5cd3939-4a911068,0,0,0,0.25,0.25,0.25
b5cd3939-a7dffd2d,2,2,2,1.0,1.0,1.0
b5cd5f72-32232751,0,0,0,0.25,0.25,0.25
b5cf8afa-b54535d2,1,1,1,0.5,0.5,0.5
b5d06d78-e4ecfa0c,0,0,0,0.25,0.25,0.25
b5d4dc8d-99e1e150,0,0,0,0.25,0.25,0.25
b5d4dc8d-f867ef92,1,1,1,0.5,0.5,0.5
b5d5d39c-73e4471c,0,0,0,0.25,0.25,0.25
b5d63e8d-061c1a6f,0,0,0,0.25,0.25,0.25
b5d63e8d-be6df898,2,2,2,1.0,1.0,1.0
b5d6e647-0bf0a7e9,0,0,0,0.25,0.25,0.25
b5d6e647-12d214ab,0,0,0,0.25,0.25,0.25
b5d6e647-3760c7b9,1,1,1,0.5,0.5,0.5
b5d6e647-38b01d56,1,1,1,0.5,0.5,0.5
b5d6e647-44af4f17,1,1,1,0.5,0.5,0.5
b5d7832a-63caf5b3,1,1,1,0.5,0.5,0.5
b5d7f73a-ec61468b,1,1,1,0.5,0.5,0.5
b5d8894a-d99dbb00,0,0,0,0.25,0.25,0.25
b5d9531f-48222cf3,0,0,0,0.25,0.25,0.25
b5dc7a6d-8ef7e8b8,0,0,0,0.25,0.25,0.25
b5dd20c5-250725fa,0,0,0,0.25,0.25,0.25
b5dd20c5-4e1112c7,1,1,1,0.5,0.5,0.5
b5dd20c5-4f784dcf,0,0,0,0.25,0.25,0.25
b5dd20c5-544163f6,2,2,2,1.0,1.0,1.0
b5dd20c5-ac20e15b,1,1,1,0.5,0.5,0.5
b5dd20c5-ed2da652,1,1,1,0.5,0.5,0.5
b5dd8a5f-431c4fc2,2,2,2,1.0,1.0,1.0
b5dd8a5f-9e1a2077,0,0,0,0.25,0.25,0.25
b5dd8a5f-ef468c83,0,0,0,0.25,0.25,0.25
b5ddbb54-248e17be,2,2,2,1.0,1.0,1.0
b5ddd07f-ef2cf011,2,2,2,1.0,1.0,1.0
b5dec5e7-065a0bb3,1,1,1,0.5,0.5,0.5
b5dec5e7-58274881,0,0,0,0.25,0.25,0.25
b5dec5e7-5d59cc3b,1,1,1,0.5,0.5,0.5
b5dec5e7-8066e35c,1,1,1,0.5,0.5,0.5
b5df49b8-73e68ecb,0,0,0,0.25,0.25,0.25
b5e0b513-da3b4402,0,0,0,0.25,0.25,0.25
b5e1a441-3bc3277c,2,2,2,1.0,1.0,1.0
b5e247fe-c9599f82,1,1,1,0.5,0.5,0.5
b5e387a7-6a010e5e,0,0,0,0.25,0.25,0.25
b5e387a7-9c4a9214,1,1,1,0.5,0.5,0.5
b5e387a7-e3a60891,1,1,1,0.5,0.5,0.5
b5e3b8c6-cdc3804c,0,0,0,0.25,0.25,0.25
b5e3b8c6-e50a2999,0,0,0,0.25,0.25,0.25
b5e3d0f7-4ed391cd,1,1,1,0.5,0.5,0.5
b5e52b21-46c57b31,0,0,0,0.25,0.25,0.25
b5e6efc0-345b365d,0,0,0,0.25,0.25,0.25
b5e6efc0-ac69d492,0,0,0,0.25,0.25,0.25
b5e6efc0-d83e76ab,0,0,0,0.25,0.25,0.25
b5e9c2d4-cc0c1c73,0,0,0,0.25,0.25,0.25
b5eaada1-27688041,0,0,0,0.25,0.25,0.25
b5ece4bd-17087c46,1,1,1,0.5,0.5,0.5
b5ecfd7e-fcdaceb0,0,0,0,0.25,0.25,0.25
b5ed8eaa-03e27c26,0,0,0,0.25,0.25,0.25
b5ed8eaa-3fb2802d,1,1,1,0.5,0.5,0.5
b5f057ab-791ac474,0,0,0,0.25,0.25,0.25
b5f14913-d70897d9,0,0,0,0.25,0.25,0.25
b5f2f881-edaf9a01,2,2,2,1.0,1.0,1.0
b5f5d0e1-200575fc,2,2,2,1.0,1.0,1.0
b5f6f399-ca14804c,1,1,1,0.5,0.5,0.5
b5f7a789-10124031,0,0,0,0.25,0.25,0.25
b5f7a789-6a9ed4ef,1,1,1,0.5,0.5,0.5
b5f7a789-c02a194e,2,2,2,1.0,1.0,1.0
b5f84825-4e6d3b68,1,1,1,0.5,0.5,0.5
b5f84825-956ae1a6,0,0,0,0.25,0.25,0.25
b5f84825-c97df380,1,1,1,0.5,0.5,0.5
b5f9cb1e-c84e2ce9,0,0,0,0.25,0.25,0.25
b5fa32f1-4e9c7d32,0,0,0,0.25,0.25,0.25
b5fac784-638336fd,1,1,1,0.5,0.5,0.5
b5fc0f1e-882a7cce,1,1,1,0.5,0.5,0.5
b5fc1373-94aaab40,1,1,1,0.5,0.5,0.5
b5fca52d-b459be9c,0,0,0,0.25,0.25,0.25
b5fcec51-bb59c567,0,0,0,0.25,0.25,0.25
b5fd8bf6-fa9be3ca,0,0,0,0.25,0.25,0.25
b5fe17dd-52352131,0,0,0,0.25,0.25,0.25
b5fe17dd-84fab99d,2,2,2,1.0,1.0,1.0
b5fe17dd-b6648364,1,1,1,0.5,0.5,0.5
b5ff07b5-3411352a,0,0,0,0.25,0.25,0.25
b5ff07b5-b983e1a5,0,0,0,0.25,0.25,0.25
b5ff07b5-c8fe49f4,1,1,1,0.5,0.5,0.5
b60011a3-6490e0d9,2,2,2,1.0,1.0,1.0
b60011a3-7449f997,1,1,1,0.5,0.5,0.5
b60011a3-fff85077,1,1,1,0.5,0.5,0.5
b6018b92-f949cae0,0,0,0,0.25,0.25,0.25
b6036b55-6bc2eeef,1,1,1,0.5,0.5,0.5
b603f785-b94d2adc,1,1,1,0.5,0.5,0.5
b603f785-de5db004,1,1,1,0.5,0.5,0.5
b605d5d8-7d6ea5cc,2,2,2,1.0,1.0,1.0
b605d5d8-a398208d,0,0,0,0.25,0.25,0.25
b605d5d8-aec799ca,0,0,0,0.25,0.25,0.25
b605d5d8-d9310a5c,1,1,1,0.5,0.5,0.5
b605d5d8-ec6fab2b,0,0,0,0.25,0.25,0.25
b605ed2a-06f43bb3,2,2,2,1.0,1.0,1.0
b6061c91-ebddb67e,0,0,0,0.25,0.25,0.25
b607dd6a-1d8f33b9,0,0,0,0.25,0.25,0.25
b60a5583-0fe24e80,0,0,0,0.25,0.25,0.25
b60a623a-4df2b0c0,0,0,0,0.25,0.25,0.25
b60da546-ee383124,0,0,0,0.25,0.25,0.25
b60db8b3-7cb88369,0,0,0,0.25,0.25,0.25
b60ea3fe-609eecca,0,0,0,0.25,0.25,0.25
b60f1db0-5032d338,1,1,1,0.5,0.5,0.5
b60f1db0-b9889ec7,1,1,1,0.5,0.5,0.5
b60f1db0-cded4772,1,1,1,0.5,0.5,0.5
b610204c-e3c8c65f,0,0,0,0.25,0.25,0.25
b610c819-6f782f77,0,0,0,0.25,0.25,0.25
b61212a0-3ddd6209,1,1,1,0.5,0.5,0.5
b61212a0-44b799c0,1,1,1,0.5,0.5,0.5
b61212a0-78ccafee,1,1,1,0.5,0.5,0.5
b61212a0-ca782534,1,1,1,0.5,0.5,0.5
b6123103-45edd1d3,0,0,0,0.25,0.25,0.25
